"","PIG_DATE","PIG","DATE","OUA","WEANING_TIME","STALD","STI","GROUP","Newlytreated","BIRTHSOW","WEEK","SAMPLEWEEK","Florkem","Metacam","Zactran","Antibiotic","Treatment_group","Treatment_date","CorrectedGroup","RWA"
"85-2018-04-25","85-2018-04-25",85,"2018-04-25",1,2,"Farrow","Farrow","Untreated","Untreated",7864,"UT","Week 02",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-05-07","85-2018-05-07",85,"2018-05-07",1,2,"Farrow","Farrow","Untreated","Untreated",7864,"UT","Week 04",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-05-15","85-2018-05-15",85,"2018-05-15",1,2,"1","3","Untreated","Untreated",7864,"UT","Week 05",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-05-24","85-2018-05-24",85,"2018-05-24",1,2,"1","3","Untreated","Untreated",7864,"UT","Week 06",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-05-29","85-2018-05-29",85,"2018-05-29",1,2,"1","3","Untreated","Untreated",7864,"UT","Week 07",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-06-07","85-2018-06-07",85,"2018-06-07",1,2,"1","3","Untreated","Untreated",7864,"UT","Week 08",0,0,0,"0","0","0","Untreated","UUU"
"85-2018-07-05","85-2018-07-05",85,"2018-07-05",1,2,"1","2","Untreated","Untreated",7864,"UT","Week 14",0,0,0,"0","0","0","Untreated","UUU"
"86-2018-05-15","86-2018-05-15",86,"2018-05-15",0,2,"8","1","2018-05-07","Treated",NA,"T04","Week 05",0,0,0,"0","0","0","2018-05-07","TTT"
"86-2018-05-24","86-2018-05-24",86,"2018-05-24",0,2,"1","17","2018-05-07","Treated",NA,"T04","Week 06",0,0,0,"0","0","0","2018-05-07","TTT"
"86-2018-05-29","86-2018-05-29",86,"2018-05-29",0,2,"1","71","2018-05-07","Treated",NA,"T04","Week 07",0,0,0,"0","0","0","2018-05-07","TTT"
"90-2018-04-25","90-2018-04-25",90,"2018-04-25",0,3,"Farrow","Farrow","2018-04-20","Treated",8078,"T01","Week 02",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-05-07","90-2018-05-07",90,"2018-05-07",0,3,"Farrow","Farrow","2018-04-20","Treated",8078,"T01","Week 04",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-05-15","90-2018-05-15",90,"2018-05-15",0,3,"1","8","2018-04-20","Treated",8078,"T01","Week 05",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-05-24","90-2018-05-24",90,"2018-05-24",0,3,"1","9","2018-04-20","Treated",8078,"T01","Week 06",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-05-29","90-2018-05-29",90,"2018-05-29",0,3,"1","9","2018-04-20","Treated",8078,"T01","Week 07",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-06-07","90-2018-06-07",90,"2018-06-07",0,3,"1","9","2018-04-20","Treated",8078,"T01","Week 08",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"90-2018-07-05","90-2018-07-05",90,"2018-07-05",0,3,"5","61","2018-04-20","Treated",8078,"T01","Week 14",0,0,1,"Florkem_early","T02","2018-04-26","2018-04-20","TTT"
"96-2018-05-07","96-2018-05-07",96,"2018-05-07",0,3,"Farrow","Farrow","2018-04-20","Treated",7271,"T01","Week 04",0,0,0,"Florkem_early","0","0","2018-04-20","TTT"
